,team_a,team_b,rating_a,rating_b,is_home_a,score_a,score_b,team_a_win
281,Sacramento Kings,LA Clippers,326.8877094838662,329.81966535390535,0,109.0,114.0,1
282,Charlotte Hornets,Atlanta Hawks,310.34762556957753,314.463232211568,1,92.0,94.0,0
283,Atlanta Hawks,Charlotte Hornets,314.463232211568,310.34762556957753,0,94.0,92.0,3
284,Boston Celtics,San Antonio Spurs,380.98446392090784,365.6470154749289,1,87.0,95.0,1
285,San Antonio Spurs,Boston Celtics,365.6470154749289,380.98446392090784,0,95.0,87.0,2
286,Miami Heat,Houston Rockets,311.4091968472758,281.3436734453701,1,109.0,89.0,2
287,Houston Rockets,Miami Heat,281.3436734453701,311.4091968472758,0,89.0,109.0,0
288,Toronto Raptors,Milwaukee Bucks,373.4128378584797,286.8711280513866,1,106.0,87.0,3
289,Milwaukee Bucks,Toronto Raptors,286.8711280513866,373.4128378584797,0,87.0,106.0,0
290,Chicago Bulls,Orlando Magic,310.5071371025535,394.5499896850449,1,92.0,87.0,3
291,Orlando Magic,Chicago Bulls,394.5499896850449,310.5071371025535,0,87.0,92.0,0
292,Oklahoma City Thunder,Denver Nuggets,433.54694827897197,322.76852916607714,1,117.0,93.0,3
293,Denver Nuggets,Oklahoma City Thunder,322.76852916607714,433.54694827897197,0,93.0,117.0,1
294,Los Angeles Lakers,Dallas Mavericks,314.3722037216213,351.1578693793695,1,93.0,103.0,0
295,Dallas Mavericks,Los Angeles Lakers,351.1578693793695,314.3722037216213,0,103.0,93.0,2
296,Philadelphia 76ers,Cleveland Cavaliers,306.1745597417822,386.449001017073,1,100.0,107.0,0
297,Cleveland Cavaliers,Philadelphia 76ers,386.449001017073,306.1745597417822,0,107.0,100.0,3
298,Brooklyn Nets,Milwaukee Bucks,262.0822027997038,242.75132758348138,1,96.0,103.0,0
299,Milwaukee Bucks,Brooklyn Nets,242.75132758348138,262.0822027997038,0,103.0,96.0,1
300,New York Knicks,San Antonio Spurs,365.49214321863803,414.95401987977687,1,84.0,94.0,2
301,San Antonio Spurs,New York Knicks,414.95401987977687,365.49214321863803,0,94.0,84.0,3
302,Houston Rockets,Oklahoma City Thunder,295.4913076295139,336.5958233193742,1,110.0,105.0,1
303,Oklahoma City Thunder,Houston Rockets,336.5958233193742,295.4913076295139,0,105.0,110.0,3
304,Minnesota Timberwolves,Portland Trail Blazers,300.2483832967197,283.03450923141406,1,101.0,106.0,2
305,Portland Trail Blazers,Minnesota Timberwolves,283.03450923141406,300.2483832967197,0,106.0,101.0,2
306,Golden State Warriors,Memphis Grizzlies,458.49129314930485,329.8961081222343,1,119.0,69.0,4
307,Memphis Grizzlies,Golden State Warriors,329.8961081222343,458.49129314930485,0,69.0,119.0,2
308,LA Clippers,Phoenix Suns,329.44970202590014,325.3986098193523,1,102.0,96.0,4
309,Phoenix Suns,LA Clippers,325.3986098193523,329.44970202590014,0,96.0,102.0,2
310,Charlotte Hornets,Chicago Bulls,421.4209322237453,376.6799401832213,1,130.0,105.0,1
311,Chicago Bulls,Charlotte Hornets,376.6799401832213,421.4209322237453,0,105.0,130.0,3
312,Detroit Pistons,Indiana Pacers,334.35991403712706,312.6320842546778,1,82.0,94.0,3
313,Indiana Pacers,Detroit Pistons,312.6320842546778,334.35991403712706,0,94.0,82.0,1
314,Miami Heat,Atlanta Hawks,295.1588670581282,308.0433874480726,1,92.0,98.0,2
315,Atlanta Hawks,Miami Heat,308.0433874480726,295.1588670581282,0,98.0,92.0,4
316,New Orleans Pelicans,Orlando Magic,322.07278685371125,352.3132326902801,1,94.0,103.0,0
317,Orlando Magic,New Orleans Pelicans,352.3132326902801,322.07278685371125,0,103.0,94.0,1
318,Dallas Mavericks,Toronto Raptors,368.37163404382585,307.512948551221,1,91.0,102.0,2
319,Toronto Raptors,Dallas Mavericks,307.512948551221,368.37163404382585,0,102.0,91.0,4
320,Sacramento Kings,Memphis Grizzlies,364.5033577828654,286.83723619868135,1,89.0,103.0,1
321,Memphis Grizzlies,Sacramento Kings,286.83723619868135,364.5033577828654,0,103.0,89.0,3
322,Los Angeles Lakers,Denver Nuggets,335.1346213964821,272.04881454838244,1,109.0,120.0,0
323,Denver Nuggets,Los Angeles Lakers,272.04881454838244,335.1346213964821,0,120.0,109.0,2
324,Indiana Pacers,Boston Celtics,285.0246753820031,406.1885715000733,1,100.0,98.0,2
325,Boston Celtics,Indiana Pacers,406.1885715000733,285.0246753820031,0,98.0,100.0,1
326,Washington Wizards,San Antonio Spurs,322.63241361945086,357.7804840784205,1,102.0,99.0,3
327,San Antonio Spurs,Washington Wizards,357.7804840784205,322.63241361945086,0,99.0,102.0,3
328,Atlanta Hawks,Brooklyn Nets,359.32829263621295,292.6170292628018,1,101.0,87.0,5
329,Brooklyn Nets,Atlanta Hawks,292.6170292628018,359.32829263621295,0,87.0,101.0,0
330,Cleveland Cavaliers,New York Knicks,337.1552368808772,360.9107949632536,1,96.0,86.0,4
331,New York Knicks,Cleveland Cavaliers,360.9107949632536,337.1552368808772,0,86.0,96.0,2
332,Houston Rockets,Orlando Magic,324.9258167676105,356.62394250157666,1,119.0,114.0,2
333,Orlando Magic,Houston Rockets,356.62394250157666,324.9258167676105,0,114.0,119.0,1
334,Milwaukee Bucks,Philadelphia 76ers,245.36699341514634,249.4574027465507,1,91.0,87.0,2
335,Philadelphia 76ers,Milwaukee Bucks,249.4574027465507,245.36699341514634,0,87.0,91.0,0
336,Oklahoma City Thunder,Toronto Raptors,344.07422336929864,284.9531791599331,1,98.0,103.0,3
337,Toronto Raptors,Oklahoma City Thunder,284.9531791599331,344.07422336929864,0,103.0,98.0,5
338,Phoenix Suns,Sacramento Kings,395.7595967377976,382.93141798787326,1,118.0,97.0,3
339,Sacramento Kings,Phoenix Suns,382.93141798787326,395.7595967377976,0,97.0,118.0,1
340,Utah Jazz,Portland Trail Blazers,318.366134747891,279.9100785891154,1,92.0,108.0,2
341,Portland Trail Blazers,Utah Jazz,279.9100785891154,318.366134747891,0,108.0,92.0,3
342,Golden State Warriors,LA Clippers,374.90370735827855,305.06686357132367,1,112.0,108.0,5
343,LA Clippers,Golden State Warriors,305.06686357132367,374.90370735827855,0,108.0,112.0,4
344,Chicago Bulls,Oklahoma City Thunder,315.44549358610726,335.21244007714137,1,104.0,98.0,4
345,Oklahoma City Thunder,Chicago Bulls,335.21244007714137,315.44549358610726,0,98.0,104.0,3
346,Minnesota Timberwolves,Miami Heat,346.6568050357924,324.2226212820276,1,84.0,96.0,2
347,Miami Heat,Minnesota Timberwolves,324.2226212820276,346.6568050357924,0,96.0,84.0,3
348,Dallas Mavericks,Charlotte Hornets,391.14879978982754,418.7162964054597,1,94.0,108.0,2
349,Charlotte Hornets,Dallas Mavericks,418.7162964054597,391.14879978982754,0,108.0,94.0,2
350,Denver Nuggets,Utah Jazz,307.8877417210304,333.77926840825717,1,84.0,96.0,2
351,Utah Jazz,Denver Nuggets,333.77926840825717,307.8877417210304,0,96.0,84.0,3
352,Portland Trail Blazers,Memphis Grizzlies,358.9716317882822,309.67075595618974,1,115.0,96.0,4
353,Memphis Grizzlies,Portland Trail Blazers,309.67075595618974,358.9716317882822,0,96.0,115.0,3
354,Orlando Magic,Toronto Raptors,332.1763610034852,303.28572911986504,1,92.0,87.0,2
355,Toronto Raptors,Orlando Magic,303.28572911986504,332.1763610034852,0,87.0,92.0,5
356,Boston Celtics,Washington Wizards,477.60620926567697,320.825135389712,1,118.0,98.0,2
357,Washington Wizards,Boston Celtics,320.825135389712,477.60620926567697,0,98.0,118.0,3
358,Brooklyn Nets,Los Angeles Lakers,252.99173587765097,329.4828312139505,1,98.0,104.0,0
359,Los Angeles Lakers,Brooklyn Nets,329.4828312139505,252.99173587765097,0,104.0,98.0,1
360,Cleveland Cavaliers,Philadelphia 76ers,353.11371031446583,291.85953009059375,1,108.0,102.0,5
361,Philadelphia 76ers,Cleveland Cavaliers,291.85953009059375,353.11371031446583,0,102.0,108.0,0
362,New York Knicks,Milwaukee Bucks,331.20788963801454,299.55835270213254,1,92.0,99.0,2
363,Milwaukee Bucks,New York Knicks,299.55835270213254,331.20788963801454,0,99.0,92.0,3
364,Indiana Pacers,Miami Heat,313.2115260199538,260.02848294857426,1,90.0,87.0,3
365,Miami Heat,Indiana Pacers,260.02848294857426,313.2115260199538,0,87.0,90.0,3
366,New Orleans Pelicans,Atlanta Hawks,325.0697362360366,321.07091680469625,1,115.0,121.0,0
367,Atlanta Hawks,New Orleans Pelicans,321.07091680469625,325.0697362360366,0,121.0,115.0,6
368,Phoenix Suns,Detroit Pistons,327.5087755560038,270.9611417982795,1,92.0,100.0,3
369,Detroit Pistons,Phoenix Suns,270.9611417982795,327.5087755560038,0,100.0,92.0,4
370,Golden State Warriors,Denver Nuggets,456.91896255983,308.9020027857589,1,119.0,104.0,6
371,Denver Nuggets,Golden State Warriors,308.9020027857589,456.91896255983,0,104.0,119.0,2
372,Sacramento Kings,Houston Rockets,316.0512957174726,315.3064302717358,1,110.0,116.0,1
373,Houston Rockets,Sacramento Kings,315.3064302717358,316.0512957174726,0,116.0,110.0,3
374,Chicago Bulls,Minnesota Timberwolves,308.11350048715366,266.01050086537236,1,93.0,102.0,4
375,Minnesota Timberwolves,Chicago Bulls,266.01050086537236,308.11350048715366,0,102.0,93.0,3
376,Philadelphia 76ers,Orlando Magic,298.12152560279435,312.99816476387815,1,97.0,105.0,0
377,Orlando Magic,Philadelphia 76ers,312.99816476387815,298.12152560279435,0,105.0,97.0,3
378,Atlanta Hawks,Washington Wizards,359.00179122778366,319.1065261436816,1,114.0,99.0,7
379,Washington Wizards,Atlanta Hawks,319.1065261436816,359.00179122778366,0,99.0,114.0,3
380,Dallas Mavericks,New Orleans Pelicans,322.1183181657043,279.5212373877419,1,107.0,98.0,3
381,New Orleans Pelicans,Dallas Mavericks,279.5212373877419,322.1183181657043,0,98.0,107.0,0
382,Milwaukee Bucks,Brooklyn Nets,352.6290501863155,280.9471761272151,1,94.0,86.0,4
383,Brooklyn Nets,Milwaukee Bucks,280.9471761272151,352.6290501863155,0,86.0,94.0,0
384,San Antonio Spurs,Charlotte Hornets,418.6798616600356,408.12214631784366,1,114.0,94.0,4
385,Charlotte Hornets,San Antonio Spurs,408.12214631784366,418.6798616600356,0,94.0,114.0,2
386,Utah Jazz,Memphis Grizzlies,293.9303842089313,303.56749374224523,1,89.0,79.0,4
387,Memphis Grizzlies,Utah Jazz,303.56749374224523,293.9303842089313,0,79.0,89.0,3
388,Sacramento Kings,Golden State Warriors,262.1729149935455,379.6022160312467,1,94.0,103.0,1
389,Golden State Warriors,Sacramento Kings,379.6022160312467,262.1729149935455,0,103.0,94.0,7
390,LA Clippers,Houston Rockets,307.6054023569497,300.85767143565414,1,105.0,109.0,4
391,Houston Rockets,LA Clippers,300.85767143565414,307.6054023569497,0,109.0,105.0,4
392,Cleveland Cavaliers,Indiana Pacers,304.2745696035714,282.74812038965865,1,101.0,97.0,6
393,Indiana Pacers,Cleveland Cavaliers,282.74812038965865,304.2745696035714,0,97.0,101.0,3
394,New York Knicks,Los Angeles Lakers,333.74902731282697,304.3093741393663,1,99.0,95.0,3
395,Los Angeles Lakers,New York Knicks,304.3093741393663,333.74902731282697,0,95.0,99.0,1
396,Miami Heat,Toronto Raptors,312.0653263522339,407.65877839768484,1,96.0,76.0,4
397,Toronto Raptors,Miami Heat,407.65877839768484,312.0653263522339,0,76.0,96.0,5
398,Oklahoma City Thunder,Phoenix Suns,372.4348806887692,377.75451353832864,1,124.0,103.0,4
399,Phoenix Suns,Oklahoma City Thunder,377.75451353832864,372.4348806887692,0,103.0,124.0,3
400,Portland Trail Blazers,Detroit Pistons,285.6564941219583,279.3582729480548,1,103.0,120.0,4
401,Detroit Pistons,Portland Trail Blazers,279.3582729480548,285.6564941219583,0,120.0,103.0,5
402,Indiana Pacers,Orlando Magic,316.78530250804226,305.4699605332454,1,97.0,84.0,4
403,Orlando Magic,Indiana Pacers,305.4699605332454,316.78530250804226,0,84.0,97.0,3
404,Philadelphia 76ers,Chicago Bulls,267.8562204776227,399.31382973108805,1,88.0,111.0,0
405,Chicago Bulls,Philadelphia 76ers,399.31382973108805,267.8562204776227,0,111.0,88.0,5
406,Atlanta Hawks,Minnesota Timberwolves,336.2387181593864,328.80798392967876,1,107.0,117.0,7
407,Minnesota Timberwolves,Atlanta Hawks,328.80798392967876,336.2387181593864,0,117.0,107.0,4
408,Denver Nuggets,Portland Trail Blazers,268.61524483809507,283.76035078805916,1,108.0,104.0,3
409,Portland Trail Blazers,Denver Nuggets,283.76035078805916,268.61524483809507,0,104.0,108.0,4
410,Sacramento Kings,San Antonio Spurs,298.66903300644555,425.0518674733959,1,88.0,106.0,1
411,San Antonio Spurs,Sacramento Kings,425.0518674733959,298.66903300644555,0,106.0,88.0,5
412,Golden State Warriors,Detroit Pistons,418.3074287426409,313.1172086925015,1,109.0,95.0,8
413,Detroit Pistons,Golden State Warriors,313.1172086925015,418.3074287426409,0,95.0,109.0,5
414,LA Clippers,Memphis Grizzlies,328.7013773559911,250.5611778918991,1,94.0,92.0,5
415,Memphis Grizzlies,LA Clippers,250.5611778918991,328.7013773559911,0,92.0,94.0,3
416,Cleveland Cavaliers,Utah Jazz,340.4084927245671,314.31856815160666,1,118.0,114.0,7
417,Utah Jazz,Cleveland Cavaliers,314.31856815160666,340.4084927245671,0,114.0,118.0,4
418,Washington Wizards,Oklahoma City Thunder,268.62572435658643,415.4874854635913,1,101.0,125.0,3
419,Oklahoma City Thunder,Washington Wizards,415.4874854635913,268.62572435658643,0,125.0,101.0,5
420,Miami Heat,Los Angeles Lakers,338.6508716456995,357.5348943672709,1,101.0,88.0,5
421,Los Angeles Lakers,Miami Heat,357.5348943672709,338.6508716456995,0,88.0,101.0,1
422,Toronto Raptors,New York Knicks,288.70277219039696,404.81256753657806,1,109.0,111.0,5
423,New York Knicks,Toronto Raptors,404.81256753657806,288.70277219039696,0,111.0,109.0,4
424,Milwaukee Bucks,Boston Celtics,349.2264158143815,432.4682160561682,1,83.0,99.0,4
425,Boston Celtics,Milwaukee Bucks,432.4682160561682,349.2264158143815,0,99.0,83.0,3
426,Minnesota Timberwolves,Charlotte Hornets,297.3414440883425,354.4597160657092,1,95.0,104.0,4
427,Charlotte Hornets,Minnesota Timberwolves,354.4597160657092,297.3414440883425,0,104.0,95.0,3
428,New Orleans Pelicans,Dallas Mavericks,354.16189225026767,377.8299842799857,1,120.0,105.0,1
429,Dallas Mavericks,New Orleans Pelicans,377.8299842799857,354.16189225026767,0,105.0,120.0,3
430,Charlotte Hornets,New York Knicks,321.8721665396787,391.25022429072504,1,95.0,93.0,4
431,New York Knicks,Charlotte Hornets,391.25022429072504,321.8721665396787,0,93.0,95.0,4
432,Orlando Magic,Los Angeles Lakers,364.8977258253314,328.94250639436456,1,101.0,99.0,4
433,Los Angeles Lakers,Orlando Magic,328.94250639436456,364.8977258253314,0,99.0,101.0,1
434,Philadelphia 76ers,Toronto Raptors,251.15264987966532,395.37640608280645,1,103.0,119.0,0
435,Toronto Raptors,Philadelphia 76ers,395.37640608280645,251.15264987966532,0,119.0,103.0,6
436,Boston Celtics,Indiana Pacers,362.61647163077527,309.75638313992295,1,91.0,102.0,3
437,Indiana Pacers,Boston Celtics,309.75638313992295,362.61647163077527,0,102.0,91.0,5
438,Atlanta Hawks,New Orleans Pelicans,355.6538169032347,238.45427413714017,1,106.0,98.0,8
439,New Orleans Pelicans,Atlanta Hawks,238.45427413714017,355.6538169032347,0,98.0,106.0,1
440,Dallas Mavericks,LA Clippers,341.20615275311735,341.9646181721238,1,118.0,108.0,4
441,LA Clippers,Dallas Mavericks,341.9646181721238,341.20615275311735,0,108.0,118.0,5
442,Houston Rockets,Brooklyn Nets,337.12135147742487,263.6163643433269,1,98.0,106.0,4
443,Brooklyn Nets,Houston Rockets,263.6163643433269,337.12135147742487,0,106.0,98.0,1
444,Memphis Grizzlies,Golden State Warriors,218.4842254979747,465.52960043468306,1,84.0,100.0,3
445,Golden State Warriors,Memphis Grizzlies,465.52960043468306,218.4842254979747,0,100.0,84.0,9
446,Denver Nuggets,Milwaukee Bucks,274.78169352621086,276.7488919707938,1,103.0,102.0,4
447,Milwaukee Bucks,Denver Nuggets,276.7488919707938,274.78169352621086,0,102.0,103.0,4
448,Sacramento Kings,Detroit Pistons,275.265872738905,273.28901620624833,1,101.0,92.0,2
449,Detroit Pistons,Sacramento Kings,273.28901620624833,275.265872738905,0,92.0,101.0,5
450,Portland Trail Blazers,San Antonio Spurs,369.9209358927012,387.4071239804909,1,101.0,113.0,4
451,San Antonio Spurs,Portland Trail Blazers,387.4071239804909,369.9209358927012,0,113.0,101.0,6
452,Miami Heat,Utah Jazz,257.4107210536827,283.84062346227404,1,92.0,91.0,6
453,Utah Jazz,Miami Heat,283.84062346227404,257.4107210536827,0,91.0,92.0,4
454,Minnesota Timberwolves,Golden State Warriors,356.26558935239217,369.75242609247846,1,116.0,129.0,4
455,Golden State Warriors,Minnesota Timberwolves,369.75242609247846,356.26558935239217,0,129.0,116.0,10
456,Phoenix Suns,LA Clippers,377.73748910664625,292.99243305839786,1,118.0,104.0,4
457,LA Clippers,Phoenix Suns,292.99243305839786,377.73748910664625,0,104.0,118.0,5
458,Indiana Pacers,Minnesota Timberwolves,282.81628626069056,311.77907592973,1,107.0,103.0,6
459,Minnesota Timberwolves,Indiana Pacers,311.77907592973,282.81628626069056,0,103.0,107.0,4
460,Orlando Magic,Utah Jazz,368.73389550668855,315.0587187478151,1,102.0,93.0,5
461,Utah Jazz,Orlando Magic,315.0587187478151,368.73389550668855,0,93.0,102.0,4
462,Boston Celtics,Atlanta Hawks,375.0863542664887,380.59239508956233,1,106.0,93.0,4
463,Atlanta Hawks,Boston Celtics,380.59239508956233,375.0863542664887,0,93.0,106.0,8
464,New York Knicks,Cleveland Cavaliers,364.84424601288885,330.64291027384195,1,84.0,90.0,4
465,Cleveland Cavaliers,New York Knicks,330.64291027384195,364.84424601288885,0,90.0,84.0,8
466,Toronto Raptors,New Orleans Pelicans,320.4534984399221,284.7531757082728,1,100.0,81.0,7
467,New Orleans Pelicans,Toronto Raptors,284.7531757082728,320.4534984399221,0,81.0,100.0,1
468,Chicago Bulls,Charlotte Hornets,403.2984309631993,394.8988723707512,1,102.0,97.0,6
469,Charlotte Hornets,Chicago Bulls,394.8988723707512,403.2984309631993,0,97.0,102.0,4
470,Memphis Grizzlies,Portland Trail Blazers,241.28124823173755,307.0240696937511,1,101.0,100.0,4
471,Portland Trail Blazers,Memphis Grizzlies,307.0240696937511,241.28124823173755,0,100.0,101.0,4
472,Oklahoma City Thunder,Philadelphia 76ers,404.7525976027481,287.35563606513597,1,102.0,85.0,6
473,Philadelphia 76ers,Oklahoma City Thunder,287.35563606513597,404.7525976027481,0,85.0,102.0,0
474,Dallas Mavericks,Los Angeles Lakers,339.14386724733686,304.66986508778086,1,90.0,82.0,5
475,Los Angeles Lakers,Dallas Mavericks,304.66986508778086,339.14386724733686,0,82.0,90.0,1
476,Denver Nuggets,Houston Rockets,326.84986341083106,360.45680374659963,1,107.0,98.0,5
477,Houston Rockets,Denver Nuggets,360.45680374659963,326.84986341083106,0,98.0,107.0,4
478,Sacramento Kings,Brooklyn Nets,303.45102217648,267.1910694570589,1,111.0,109.0,3
479,Brooklyn Nets,Sacramento Kings,267.1910694570589,303.45102217648,0,109.0,111.0,1
480,LA Clippers,Detroit Pistons,275.71370808578735,270.6967257512695,1,101.0,96.0,6
481,Detroit Pistons,LA Clippers,270.6967257512695,275.71370808578735,0,96.0,101.0,5
482,Washington Wizards,Orlando Magic,285.7111877443473,292.52860977924524,1,108.0,99.0,4
483,Orlando Magic,Washington Wizards,292.52860977924524,285.7111877443473,0,99.0,108.0,5
484,Houston Rockets,Dallas Mavericks,291.75744143754866,308.987448395106,1,98.0,110.0,4
485,Dallas Mavericks,Houston Rockets,308.987448395106,291.75744143754866,0,110.0,98.0,6
486,Milwaukee Bucks,Cleveland Cavaliers,318.26029651921397,349.05999096824587,1,108.0,105.0,5
487,Cleveland Cavaliers,Milwaukee Bucks,349.05999096824587,318.26029651921397,0,105.0,108.0,8
488,San Antonio Spurs,Philadelphia 76ers,335.3233057624196,284.68084721409514,1,92.0,83.0,7
489,Philadelphia 76ers,San Antonio Spurs,284.68084721409514,335.3233057624196,0,83.0,92.0,0
490,Phoenix Suns,Denver Nuggets,352.2855449456674,322.8282688788687,1,105.0,81.0,5
491,Denver Nuggets,Phoenix Suns,322.8282688788687,352.2855449456674,0,81.0,105.0,5
492,Golden State Warriors,Brooklyn Nets,323.89126360441674,268.65478510595153,1,107.0,99.0,11
493,Brooklyn Nets,Golden State Warriors,268.65478510595153,323.89126360441674,0,99.0,107.0,1
494,New York Knicks,New Orleans Pelicans,399.3787514496464,319.912953690812,1,95.0,87.0,5
495,New Orleans Pelicans,New York Knicks,319.912953690812,399.3787514496464,0,87.0,95.0,1
496,Minnesota Timberwolves,Memphis Grizzlies,301.2916031188068,247.92646617040768,1,106.0,114.0,4
497,Memphis Grizzlies,Minnesota Timberwolves,247.92646617040768,301.2916031188068,0,114.0,106.0,5
498,Charlotte Hornets,Portland Trail Blazers,327.04745450703643,342.5803287351881,1,106.0,94.0,5
